連番1	連番2	連番3	所要区分	親指図番号	割当(WBS)	受注伝票	入出庫番号	入庫保管場所	親品目コード	親品目テキスト	原価センタテキスト	出荷伝票	出庫数量	親MRP管理者	親指図計画開始日	親指図計画終了日	BOM明細番号	子指図番号	子品目コード	子品目テキスト	所要日	所要残数	在庫数	在庫引当	所要引当残数	子MRP管理者	購買発注番号	子指図計画開始日	子指図計画終了日	計画数量	計画引当	計画引当残数	作業区４	作業区５	払出完了	進捗	工程(子)	C	A	C,A以外	作業0020時間(分)	作業0030時間(分)	作業0040時間(分)	作業0050時間(分)	作業0060時間(分)	検査	標準原価	指図テキスト
0000000001	0000000001		製造指図出庫	40156579	I-0326877-10-01-04		7870488-0062		A00A2019901	SRG40TG(入出力盤)			1.000	C28	2025/03/04	2025/10/28	0620		26062001300	PC-20 20P ﾋﾗﾗｸﾞ ﾊﾝﾀﾞﾂｷ 20P . *	2025/03/04	1.000	46.000	1.000	0.000																						2,843.000000	
0000000002	0000000002		製造指図出庫	40156581	I-0326877-10-01-05		7870490-0085		A00A2019902	SRG40TG(双方向変換器盤)			1.000	C28	2025/03/04	2025/10/28	0850		26062001300	PC-20 20P ﾋﾗﾗｸﾞ ﾊﾝﾀﾞﾂｷ 20P . *	2025/03/04	1.000	46.000	1.000	0.000																						2,843.000000	
0000000003	0000000003		製造指図出庫	40156598	I-0326879-10-01-04		7870507-0063		A00A2020101	SRG15TG(入出力盤)			1.000	C28	2025/03/04	2025/11/07	0630		26062001300	PC-20 20P ﾋﾗﾗｸﾞ ﾊﾝﾀﾞﾂｷ 20P . *	2025/03/04	1.000	46.000	1.000	0.000																						2,843.000000	
0000000004	0000000004		製造指図出庫	40156600	I-0326879-10-01-05		7870509-0083		A00A2020102	SRG15TG(双方向変換器盤)			1.000	C28	2025/03/04	2025/11/07	0830		26062001300	PC-20 20P ﾋﾗﾗｸﾞ ﾊﾝﾀﾞﾂｷ 20P . *	2025/03/04	1.000	46.000	1.000	0.000																						2,843.000000	
0000000005	0000000005		製造指図出庫	40156562	I-0326875-10-01-05		7870465-0107		A00A2019702	SRM75TGD/SYS30(ｲﾝﾊﾞｰﾀ盤)			1.000	C28	2025/03/04	2025/11/14	1070		26062001300	PC-20 20P ﾋﾗﾗｸﾞ ﾊﾝﾀﾞﾂｷ 20P . *	2025/03/04	3.000	46.000	3.000	0.000																						2,843.000000	
0000000006	0000000006		製造指図出庫	40156607	I-0326880-10-01-04		7870516-0070		A00A2020201	SRG10TG(入出力盤)			1.000	C28	2025/03/04	2025/11/14	0700		26062001300	PC-20 20P ﾋﾗﾗｸﾞ ﾊﾝﾀﾞﾂｷ 20P . *	2025/03/04	1.000	46.000	1.000	0.000																						2,843.000000	
0000000007	0000000007		製造指図出庫	40156609	I-0326880-10-01-05		7870518-0081		A00A2020202	SRG10TG(双方向変換器盤)			1.000	C28	2025/03/04	2025/11/14	0810		26062001300	PC-20 20P ﾋﾗﾗｸﾞ ﾊﾝﾀﾞﾂｷ 20P . *	2025/03/04	1.000	46.000	1.000	0.000																						2,843.000000	
0000000008	0000000008		製造指図出庫	40154928	I-0316840-10-01-04		7847123-0075		A00A1954401	入出力盤			1.000	C28	2025/06/09	2025/11/06	0750		26062001300	PC-20 20P ﾋﾗﾗｸﾞ ﾊﾝﾀﾞﾂｷ 20P . *	2025/06/09	1.000	46.000	1.000	0.000																						2,843.000000	
0000000009	0000000009		製造指図出庫	40161149	G-0335957-10	335957-0010	8032531-0081		A00A2062100	SCB3F12-750-6000C			1.000	C17	2025/08/06	2025/11/26	0800		26062001300	PC-20 20P ﾋﾗﾗｸﾞ ﾊﾝﾀﾞﾂｷ 20P . *	2025/08/06	1.000	46.000	1.000	0.000																						2,843.000000	
0000000010	0000000010		製造指図出庫	40163753	I-0341565-10-01-04		8102244-0109		A00A2103001	AU40N-A7-11-11(本体)			1.000	C28	2025/09/03	2026/01/28	1090		26062001300	PC-20 20P ﾋﾗﾗｸﾞ ﾊﾝﾀﾞﾂｷ 20P . *	2025/09/03	1.000	46.000	1.000	0.000																						2,843.000000	
0000000011	0000000011		製造指図出庫	40164690	G-0343769-40	343769-0040	8137124-0110		A00A2128500	SIN72SXT(9V8KA 15-45HZ)			1.000	CJ0	2025/09/05	2025/11/18	1080		26062001300	PC-20 20P ﾋﾗﾗｸﾞ ﾊﾝﾀﾞﾂｷ 20P . *	2025/09/05	1.000	46.000	1.000	0.000																						2,843.000000	
0000000012	0000000012		製造指図出庫	40164689	G-0343769-30	343769-0030	8137123-0115		A00A2128400	SIN49.5SXT(9V5.5KA 15-45)			1.000	CJ0	2025/09/05	2026/01/05	1130		26062001300	PC-20 20P ﾋﾗﾗｸﾞ ﾊﾝﾀﾞﾂｷ 20P . *	2025/09/05	1.000	46.000	1.000	0.000																						2,843.000000	
0000000013	0000000013		製造指図出庫	10133535			8170306-0002	1210	U00A0398000	THY.SW GATE UNIT 100V			1.000	C19	2025/09/19	2025/10/06	0020		26062001300	PC-20 20P ﾋﾗﾗｸﾞ ﾊﾝﾀﾞﾂｷ 20P . *	2025/09/19	1.000	46.000	1.000	0.000																						2,843.000000	
0000000014	0000000014		製造指図出庫	10133769			8182875-0002	1210	U00A0398000	THY.SW GATE UNIT 100V			1.000	C19	2025/09/19	2025/10/06	0020		26062001300	PC-20 20P ﾋﾗﾗｸﾞ ﾊﾝﾀﾞﾂｷ 20P . *	2025/09/19	1.000	46.000	1.000	0.000																						2,843.000000	
0000000015	0000000015		製造指図出庫	40162930	M-0340039-10	340039-0010	8084938-0058		A00A2107900	ECA4F6-400-300LSV			3.000	C17	2025/09/19	2025/11/18	0570		26062001300	PC-20 20P ﾋﾗﾗｸﾞ ﾊﾝﾀﾞﾂｷ 20P . *	2025/09/19	6.000	46.000	6.000	0.000																						2,843.000000	
0000000016	0000000016		製造指図出庫	40161282	G-0336374-20	336374-0020	8036836-0076		A00A2087800	SCA2F1-12/5-350/140VCPR			1.000	B50	2025/09/25	2025/10/20	0750		26062001300	PC-20 20P ﾋﾗﾗｸﾞ ﾊﾝﾀﾞﾂｷ 20P . *	2025/09/25	2.000	46.000	2.000	0.000																						2,843.000000	
0000000017	0000000017		製造指図出庫	40163735	I-0341548-10-01-04		8102225-0121		A00A2102601	AU30N-A7-12-11(本体)			1.000	C28	2025/09/25	2025/11/05	1190		26062001300	PC-20 20P ﾋﾗﾗｸﾞ ﾊﾝﾀﾞﾂｷ 20P . *	2025/09/25	1.000	46.000	1.000	0.000																						2,843.000000	
0000000018	0000000018		製造指図出庫	40161281	G-0336374-10	336374-0010	8036835-0033		A00A2087700	SCA24-20-100VC			1.000	B50	2025/09/26	2025/10/20	0320		26062001300	PC-20 20P ﾋﾗﾗｸﾞ ﾊﾝﾀﾞﾂｷ 20P . *	2025/09/26	1.000	46.000	1.000	0.000																						2,843.000000	
0000000019	0000000019		製造指図出庫	40164692	G-0343769-60	343769-0060	8137126-0109		A00A2128700	SIN64SXT(8V8KA 10-35Hz)			4.000	CJ0	2025/10/03	2026/01/05	1080		26062001300	PC-20 20P ﾋﾗﾗｸﾞ ﾊﾝﾀﾞﾂｷ 20P . *	2025/10/03	4.000	46.000	4.000	0.000																						2,843.000000	
0000000020	0000000020		製造指図出庫	40162931	M-0340039-20	340039-0020	8084939-0033		A00A2108000	ｻｲﾘｽﾀｽｲｯﾁ盤(300A×2)			1.000	C51	2025/10/07	2025/11/04	0320		26062001300	PC-20 20P ﾋﾗﾗｸﾞ ﾊﾝﾀﾞﾂｷ 20P . *	2025/10/07	1.000	46.000	1.000	0.000																						2,843.000000	
0000000021	0000000021		製造指図出庫	40163726	I-0341530-10-01-04		8102216-0113		A00A2102001	AU15N-A7-11-11(本体)			1.000	C28	2025/10/09	2025/11/17	1120		26062001300	PC-20 20P ﾋﾗﾗｸﾞ ﾊﾝﾀﾞﾂｷ 20P . *	2025/10/09	1.000	46.000	1.000	0.000																						2,843.000000	
0000000022	0000000022		製造指図出庫	10133838			8187409-0002	1210	U00A0398000	THY.SW GATE UNIT 100V			1.000	C19	2025/10/10	2025/10/27	0020		26062001300	PC-20 20P ﾋﾗﾗｸﾞ ﾊﾝﾀﾞﾂｷ 20P . *	2025/10/10	1.000	46.000	1.000	0.000																						2,843.000000	
0000000023	0000000023		製造指図出庫	40164688	G-0343769-20	343769-0020	8137122-0076		A00A2128300	SCB6FW12-360-2000SX			1.000	C17	2025/10/14	2026/01/05	0750		26062001300	PC-20 20P ﾋﾗﾗｸﾞ ﾊﾝﾀﾞﾂｷ 20P . *	2025/10/14	4.000	46.000	4.000	0.000																						2,843.000000	
0000000024	0000000024		製造指図出庫	40164855	I-0338328-10-01-09		8153693-0002		U00A0408701	＆SVA-A650K-ETB2(外 ﾃﾞﾙﾀ)			1.000	C29	2025/10/20	2025/12/25	0020		26062001300	PC-20 20P ﾋﾗﾗｸﾞ ﾊﾝﾀﾞﾂｷ 20P . *	2025/10/20	1.000	46.000	1.000	0.000																						2,843.000000	
0000000025	0000000025		製造指図出庫	40162590	I-0337012-10-01-04		8065409-0101		A00A2088601	AUD30N-A5-1-11 No.1ｲﾝﾊﾞｰﾀ			1.000	C28	2025/10/22	2025/12/16	1010		26062001300	PC-20 20P ﾋﾗﾗｸﾞ ﾊﾝﾀﾞﾂｷ 20P . *	2025/10/22	1.000	46.000	1.000	0.000																						2,843.000000	
0000000026	0000000026		製造指図出庫	40162592	I-0337012-10-01-05		8065411-0101		A00A2088602	AUD30N-A5-1-11 No.2ｲﾝﾊﾞｰﾀ			1.000	C28	2025/10/22	2025/12/16	1010		26062001300	PC-20 20P ﾋﾗﾗｸﾞ ﾊﾝﾀﾞﾂｷ 20P . *	2025/10/22	1.000	46.000	1.000	0.000																						2,843.000000	
0000000027	0000000027		製造指図出庫	40165103	I-0337012-10-01-08		8160949-0016		A00A2088605	AUD30N-A5-1-11 遠方警報盤			1.000	C28	2025/10/22	2025/12/16	0160		26062001300	PC-20 20P ﾋﾗﾗｸﾞ ﾊﾝﾀﾞﾂｷ 20P . *	2025/10/22	1.000	46.000	1.000	0.000																						2,843.000000	
0000000028	0000000028		製造指図出庫	40164693	G-0343769-70	343769-0070	8137128-0115		A00A2128800	SIN52.5SXT(7V7.5KA 8-35)			4.000	CJ0	2025/10/24	2026/01/05	1130		26062001300	PC-20 20P ﾋﾗﾗｸﾞ ﾊﾝﾀﾞﾂｷ 20P . *	2025/10/24	4.000	46.000	4.000	0.000																						2,843.000000	
0000000029	0000000029		製造指図出庫	40163822	G-0341893-10	341893-0010	8103493-0145		A00A1977100	OZ-INV(FW) 230kW			1.000	C17	2025/11/05	2026/01/07	1440		26062001300	PC-20 20P ﾋﾗﾗｸﾞ ﾊﾝﾀﾞﾂｷ 20P . *	2025/11/05	2.000	46.000	1.000	1.000																						2,843.000000	
0000000030	0000000030		製造指図出庫	40164645	I-0343557-10-01-04		8136272-0109		A00A2128001	AU40N-A7-11-11(本体)			1.000	C28	2025/11/06	2025/12/25	1090		26062001300	PC-20 20P ﾋﾗﾗｸﾞ ﾊﾝﾀﾞﾂｷ 20P . *	2025/11/06	1.000	46.000	0.000	1.000																						2,843.000000	
0000000031	0000000031		製造指図出庫	40161919	G-0338190-10	338190-0010	8056465-0072		A00A2100700	SCA26-60/100-135VC（屋外)			1.000	B50	2025/11/12	2025/12/10	0710		26062001300	PC-20 20P ﾋﾗﾗｸﾞ ﾊﾝﾀﾞﾂｷ 20P . *	2025/11/12	1.000	46.000	0.000	1.000																						2,843.000000	
0000000032	0000000032		製造指図出庫	10133629			8177552-0002	1210	U00A0418601	＆遠方警報盤/空自AU単機用			3.000	C29	2025/11/17	2025/12/05	0020		26062001300	PC-20 20P ﾋﾗﾗｸﾞ ﾊﾝﾀﾞﾂｷ 20P . *	2025/11/17	3.000	46.000	0.000	3.000																						2,843.000000	
0000000033	0000000033		製造指図出庫	40163009	I-0339865-10-01-04		8087003-0109		A00A2101801	AU40N-A7-11-21(本体)			1.000	C28	2025/11/17	2026/01/16	1090		26062001300	PC-20 20P ﾋﾗﾗｸﾞ ﾊﾝﾀﾞﾂｷ 20P . *	2025/11/17	1.000	46.000	0.000	1.000																						2,843.000000	
0000000034	0000000034		製造指図出庫	40164057	G-0332901-10-01-06		8108120-0080		A00A2066201	SCB3WF7-35-20KC LCP			1.000	C18	2025/11/18	2026/01/19	0800		26062001300	PC-20 20P ﾋﾗﾗｸﾞ ﾊﾝﾀﾞﾂｷ 20P . *	2025/11/18	1.000	46.000	0.000	1.000																						2,843.000000	
0000000035	0000000035		製造指図出庫	40163717	I-0341538-10-01-04		8102207-0112		A00A2102201	AU15N-A7-11-11(本体)			1.000	C28	2025/12/08	2026/02/09	1120		26062001300	PC-20 20P ﾋﾗﾗｸﾞ ﾊﾝﾀﾞﾂｷ 20P . *	2025/12/08	1.000	46.000	0.000	1.000																						2,843.000000	
0000000036	0000000036		製造指図出庫	40163762	I-0341546-10-01-04		8102254-0112		A00A2102401	AU20N-A7-11-11(本体)			1.000	C28	2025/12/17	2026/02/20	1110		26062001300	PC-20 20P ﾋﾗﾗｸﾞ ﾊﾝﾀﾞﾂｷ 20P . *	2025/12/17	1.000	46.000	0.000	1.000																						2,843.000000	
0000000037	0000000037		製造指図出庫	40163690	I-0341566-10-01-04		8102180-0115		A00A2103201	AU50N-A7-12-11(本体)			1.000	C28	2025/12/22	2026/03/05	1150		26062001300	PC-20 20P ﾋﾗﾗｸﾞ ﾊﾝﾀﾞﾂｷ 20P . *	2025/12/22	1.000	46.000	0.000	1.000																						2,843.000000	
0000000038	0000000038		製造指図出庫	40163699	I-0341574-10-01-04		8102189-0111		A00A2103801	AU50N-A7-11-11(本体)			1.000	C28	2026/01/14	2026/03/16	1110		26062001300	PC-20 20P ﾋﾗﾗｸﾞ ﾊﾝﾀﾞﾂｷ 20P . *	2026/01/14	1.000	46.000	0.000	1.000																						2,843.000000	
0000000039	0000000039		製造指図出庫	40163708	I-0341568-10-01-04		8102198-0111		A00A2103601	AU50N-A7-11-11(本体)			1.000	C28	2026/01/23	2026/03/23	1110		26062001300	PC-20 20P ﾋﾗﾗｸﾞ ﾊﾝﾀﾞﾂｷ 20P . *	2026/01/23	1.000	46.000	0.000	1.000																						2,843.000000	
0000000040	0000000001		出荷			6366062-0010						80922240-0010	12.000						970105000	MK-500C PZZA1050000	2025/11/11	12.000	25.000	12.000	0.000																						1,843.000000	
0000000041	0000000001		製造指図出庫	40161282	G-0336374-20	336374-0020	8036836-0006		A00A2087800	SCA2F1-12/5-350/140VCPR			1.000	B50	2025/09/25	2025/10/20	0050		970105002	MK-500C T2 PZZA1050002	2025/09/25	6.000	9.000	6.000	0.000																						3,490.000000	
0000000042	0000000001	0000000001	製造指図出庫	10132922			8103485-0016	1210	U0A036100	PL-2-1 ﾌﾟﾗｽﾞﾏﾕﾆﾂﾄ			1.000	CK9	2025/10/06	2025/10/20	0220	50120535	970106210	GK-621A	2025/10/06	2.000	0.000	0.000	2.000	PC1		2025/09/11	2025/10/02	2.000	2.000	0.000	A0801	A0802	○	○○○○○○○○		0	194	70	0.000	0.000	0.000	0.000	18.000	B	21,242.000000	
0000000043	0000000001	0000000001	製造指図出庫	10132922			8103485-0017	1210	U0A036100	PL-2-1 ﾌﾟﾗｽﾞﾏﾕﾆﾂﾄ			1.000	CK9	2025/10/06	2025/10/20	0230	50120536	970106220	GK-622C	2025/10/06	2.000	0.000	0.000	2.000	PC1		2025/09/11	2025/10/02	2.000	2.000	0.000	A0801	A0802	○	○○○○○○○○		0	234	80	0.000	0.000	0.000	0.000	24.000	B	20,268.000000	
0000000044	0000000001	0000000001	製造指図出庫	10132922			8103485-0018	1210	U0A036100	PL-2-1 ﾌﾟﾗｽﾞﾏﾕﾆﾂﾄ			1.000	CK9	2025/10/06	2025/10/20	0240	50120537	970106221	GK-622CT1	2025/10/06	2.000	0.000	0.000	2.000	PC1		2025/09/11	2025/10/02	2.000	2.000	0.000	A0801	A0802	○	○○○○○○○○		0	226	76	0.000	0.000	0.000	0.000	24.000	B	19,784.000000	
0000000045	0000000001		製造指図出庫	40161474	G-0336734-10	336734-0010	8041733-0039		A00A2089200	KCA4WF7-25-7KC			2.000	C17	2025/10/29	2025/12/25	0380		970111932	XMK-1193 T2	2025/10/29	2.000	6.000	2.000	0.000																						26,317.000000	
0000000046	0000000002		製造指図出庫	40161475	G-0336734-20	336734-0020	8041734-0037		A00A2089300	KCA4WF7-30-2KC			2.000	C17	2025/11/06	2025/12/25	0360		970111932	XMK-1193 T2	2025/11/06	2.000	6.000	2.000	0.000																						26,317.000000	
0000000047	0000000003		製造指図出庫	40161476	G-0336734-30	336734-0030	8041735-0021		A00A2089400	KCA4WF7-60-1KC			2.000	C17	2025/11/10	2025/12/25	0200		970111932	XMK-1193 T2	2025/11/10	2.000	6.000	2.000	0.000																						26,317.000000	
0000000048	0000000004		製造指図出庫	40161550	G-0337164-10	337164-0010	8047060-0024		A00A2094100	KCA4WF7-20/30-6KC			1.000	C17	2025/11/18	2026/01/15	0230		970111932	XMK-1193 T2	2025/11/18	1.000	6.000	0.000	1.000																						26,317.000000	
0000000049	0000000001	0000000001	製造指図出庫	40164751	G-0344117-10	344117-0010	8146250-0002		A00A2137600	予備品GK1280B			1.000	C51	2025/10/29	2025/11/13	0010	50120681	970112800	GK-1280 B	2025/10/29	1.000	0.000	0.000	1.000	PC1		2025/10/02	2025/10/23	1.000	1.000	0.000	A0801	A0802	○	○○○○○○○○		0	390	108	0.000	0.000	0.000	0.000	75.000	D	44,133.000000	
0000000050	0000000002		製造指図出庫	40164741	G-0344040-10	344040-0010	8138649-0019		A00A2135500	GPP2 No7,8 部品交換			1.000	C51	2025/12/17	2026/01/15	0180		970112800	GK-1280 B	2025/12/17	2.000	0.000	0.000	2.000																						44,133.000000	
0000000051	0000000003		製造指図出庫	40163307	G-0340870-10	340870-0010	8093568-0081		A00A2109400	SCA4F7-44-5300LC			1.000	C17	2026/01/15	2026/04/01	0800		970112800	GK-1280 B	2026/01/15	1.000	0.000	0.000	1.000																						44,133.000000	
0000000052	0000000004		製造指図出庫	40164782	G-0340870-10-01-07		8148353-0006		A00A2109401	SCA4F7-44-5300LC 予備品			1.000	C18	2026/01/15	2026/04/01	0060		970112800	GK-1280 B	2026/01/15	1.000	0.000	0.000	1.000																						44,133.000000	
0000000053	0000000001		製造指図出庫	10133748			8182157-0021	1210	U00A0341600	FXP-RFC-4W-L-N16501			2.000	B10	2025/11/10	2025/11/26	0070		970405160	DIMCOM No. 14661 RoHS	2025/11/10	2.000	22.000	2.000	0.000																						6,175.000000	
0000000054	0000000002		製造指図出庫	10133600			8175970-0016	1210	U00A0326300	FXP-RFC-4W-L16501			5.000	B10	2025/11/17	2025/12/08	0060		970405160	DIMCOM No. 14661 RoHS	2025/11/17	5.000	22.000	5.000	0.000																						6,175.000000	
0000000055	0000000003		製造指図出庫	10133601			8175971-0016	1210	U00A0326400	FXP-RFC-4W-R16501			5.000	B10	2025/11/17	2025/12/08	0060		970405160	DIMCOM No. 14661 RoHS	2025/11/17	5.000	22.000	5.000	0.000																						6,175.000000	
0000000056	0000000004		製造指図出庫	40165513	L-0346317-10-01-01		8174029-0013		U00A0427600	FXP-RFC-4W-L16501 ICA-V4			1.000	B10	2025/12/02	2025/12/23	0130		970405160	DIMCOM No. 14661 RoHS	2025/12/02	1.000	22.000	1.000	0.000																						6,175.000000	
0000000057		0000000001																50119535	970405160	DIMCOM No. 14661 RoHS			22.000			PC1		2025/11/10	2025/12/01	20.000	0.000	20.000	A0801	A0802	○	○○○○○○○○		560	20	620	0.000	12.000	15.000	1.000	0.000	E	6,175.000000	2025年10月～2026年4月　調光有力案件部材先手配
0000000058	0000000001		製造指図出庫	40165697	L-0347188-10	347188-0010	8180548-0002		A00A2152900	パナソニック開発向け基板			1.000	B50	2025/11/26	2025/12/12	0010		970405170	DIMCOM No. 14671B RoHS	2025/11/26	8.000	19.000	8.000	0.000																						4,263.000000	
0000000059	0000000001		製造指図出庫	40165697	L-0347188-10	347188-0010	8180548-0003		A00A2152900	パナソニック開発向け基板			1.000	B50	2025/11/26	2025/12/12	0020		970405190	DIMCOM No. 14690B RoHS	2025/11/26	8.000	12.000	8.000	0.000																						6,137.000000	
0000000060	0000000001		製造指図出庫	10133743			8182152-0027	1210	U00A0248101	&DLU-120RFC11N30-I			1.000	B10	2025/11/10	2025/11/26	0040		970405240	DIMCOM No.14740A RoHS	2025/11/10	1.000	83.000	1.000	0.000																						1,415.000000	
0000000061	0000000002		製造指図出庫	10133744			8182153-0027	1210	U00A0248301	＆DLU-130RFC12N40-I			1.000	B10	2025/11/10	2025/11/26	0040		970405240	DIMCOM No.14740A RoHS	2025/11/10	1.000	83.000	1.000	0.000																						1,415.000000	
0000000062	0000000003		製造指図出庫	10133745			8182154-0028	1210	U00A0248501	＆DLU-140RFC12N50-I			2.000	B10	2025/11/10	2025/11/26	0040		970405240	DIMCOM No.14740A RoHS	2025/11/10	2.000	83.000	2.000	0.000																						1,415.000000	
0000000063	0000000004		製造指図出庫	10133746			8182155-0025	1210	U00A0249301	&NDU-130RFC22N40-I			1.000	B10	2025/11/10	2025/11/26	0040		970405240	DIMCOM No.14740A RoHS	2025/11/10	2.000	83.000	2.000	0.000																						1,415.000000	
0000000064		0000000001																50119536	970405240	DIMCOM No.14740A RoHS			83.000			PC1		2026/01/13	2026/02/02	27.000	0.000	27.000	A0801	A0802	○	○○○○○○○○		81	459	54	0.000	16.000	13.000	4.000	18.000	C	1,415.000000	2025年10月～2026年4月　調光有力案件部材先手配
0000000065		0000000001																50118674	970405241	DIMCOM No.14740A S01 RoHS			11.000			PC1		2025/09/10	2025/10/01	18.000	0.000	18.000	A0801	A0802	○	○○○○○○○○		54	270	36	0.000	0.000	0.000	0.000	0.000	C	3,155.000000	92期　上期案件先行手配
0000000066		0000000001																50118673	970405460	DIMCOM No. 14960B RoHS			21.000			PC1		2025/09/10	2025/10/01	20.000	0.000	20.000	A0801	A0802	○	○○○○○○○○		0	40	220	0.000	0.000	0.000	0.000	0.000	A	3,820.000000	92期　上期案件先行手配
0000000067		0000000002																50119534	970405460	DIMCOM No. 14960B RoHS			21.000			PC1		2025/11/10	2025/12/01	20.000	0.000	20.000	A0801	A0802	○	○○○○○○○○		0	40	220	0.000	0.000	0.000	0.000	0.000	A	3,820.000000	2025年10月～2026年4月　調光有力案件部材先手配
0000000068	0000000001		製造指図出庫	40154554	I-0317660-10-01-04		7839186-0078		A00A1957501	ＣＶＣＦ盤			1.000	C28	2025/10/03	2026/01/06	0780		970500620	CV-062	2025/10/03	1.000	5.000	1.000	0.000																						981.000000	
0000000069	0000000002		製造指図出庫	40165433	I-0317660-10-01-08		8170955-0019		A00A1957504	予備品			1.000	C28	2025/10/03	2026/01/06	0190		970500620	CV-062	2025/10/03	1.000	5.000	1.000	0.000																						981.000000	
0000000070	0000000001		製造指図出庫	40153278	I-0320172-10-01-04		7815054-0059		A00A1975501	SKS100-150MSP(整流器盤)			1.000	C28	2024/08/08	2026/03/04	0590		970500631	CV-063DT1 ZNRﾖｳ PC	2024/08/08	2.000	17.000	2.000	0.000																						3,114.000000	
0000000071	0000000002		製造指図出庫	40154928	I-0316840-10-01-04		7847123-0049		A00A1954401	入出力盤			1.000	C28	2025/06/09	2025/11/06	0490		970500631	CV-063DT1 ZNRﾖｳ PC	2025/06/09	1.000	17.000	1.000	0.000																						3,114.000000	
0000000072	0000000003		製造指図出庫	40164871	I-0316840-10-01-09		8153833-0010		A00A1954406	予備品			1.000	C28	2025/06/09	2025/11/06	0100		970500631	CV-063DT1 ZNRﾖｳ PC	2025/06/09	1.000	17.000	1.000	0.000																						3,114.000000	
0000000073	0000000004		出荷			6365854-0010						80921511-0010	1.000						970500631	CV-063DT1 ZNRﾖｳ PC	2025/10/03	1.000	17.000	1.000	0.000																						3,114.000000	
0000000074	0000000005		製造指図出庫	40151686	I-0316835-10-01-02		7767382-0040		A00A1954801	SFST30SGB1-150MSP(I/O)			1.000	C28	2025/10/06	2026/01/09	0400		970500631	CV-063DT1 ZNRﾖｳ PC	2025/10/06	1.000	17.000	1.000	0.000																						3,114.000000	
0000000075	0000000006		製造指図出庫	40163056	I-0337627-10-01-05		8088417-0043		A00A2097402	入力盤			1.000	C28	2025/10/08	2026/01/13	0430		970500631	CV-063DT1 ZNRﾖｳ PC	2025/10/08	3.000	17.000	3.000	0.000																						3,114.000000	
0000000076	0000000007		製造指図出庫	40163418	I-0337627-20-01-05		8096121-0043		A00A2115202	入力盤			1.000	C28	2025/10/08	2026/01/13	0430		970500631	CV-063DT1 ZNRﾖｳ PC	2025/10/08	3.000	17.000	3.000	0.000																						3,114.000000	
0000000077	0000000008		製造指図出庫	40164975	I-0337627-10-01-12		8155125-0010		A00A2097409	予備品			1.000	C28	2025/10/08	2026/01/13	0100		970500631	CV-063DT1 ZNRﾖｳ PC	2025/10/08	3.000	17.000	3.000	0.000																						3,114.000000	
0000000078	0000000009		製造指図出庫	40164994	I-0337627-20-01-12		8155144-0010		A00A2115209	予備品			1.000	C28	2025/10/08	2026/01/13	0100		970500631	CV-063DT1 ZNRﾖｳ PC	2025/10/08	3.000	17.000	2.000	1.000																						3,114.000000	
0000000079	0000000009	0000000001	製造指図出庫	40164994	I-0337627-20-01-12		8155144-0010		A00A2115209	予備品			1.000	C28	2025/10/08	2026/01/13	0100	50120556	970500631	CV-063DT1 ZNRﾖｳ PC	2025/10/08	3.000	17.000	2.000	1.000	PC5		2025/08/26	2025/10/06	15.000	1.000	14.000			○	○－－－－－－－		0	0	105	0.000	0.000	0.000	0.000	0.000		3,114.000000	
0000000080	0000000010	0000000001	出荷			6365858-0010						80921515-0010	1.000					50120556	970500631	CV-063DT1 ZNRﾖｳ PC	2025/10/14	1.000	17.000	0.000	1.000	PC5		2025/08/26	2025/10/06	15.000	1.000	13.000			○	○－－－－－－－		0	0	105	0.000	0.000	0.000	0.000	0.000		3,114.000000	
0000000081	0000000011	0000000001	製造指図出庫	40162652	I-0338670-10-01-04		8065644-0057		A00A2081701	SIT15SGD/SKS200(RF)			1.000	C28	2025/10/20	2025/12/02	0570	50120556	970500631	CV-063DT1 ZNRﾖｳ PC	2025/10/20	1.000	17.000	0.000	1.000	PC5		2025/08/26	2025/10/06	15.000	1.000	12.000			○	○－－－－－－－		0	0	105	0.000	0.000	0.000	0.000	0.000		3,114.000000	
0000000082	0000000012	0000000001	製造指図出庫	40162641	I-0316556-10-01-04		8065633-0061		A00A1953600	SIT10SGD/SKTKS30X5-150MSP			1.000	C28	2025/10/28	2025/12/05	0610	50120556	970500631	CV-063DT1 ZNRﾖｳ PC	2025/10/28	1.000	17.000	0.000	1.000	PC5		2025/08/26	2025/10/06	15.000	1.000	11.000			○	○－－－－－－－		0	0	105	0.000	0.000	0.000	0.000	0.000		3,114.000000	
0000000083	0000000013	0000000001	製造指図出庫	40163164	I-0324920-10-01-04		8090481-0053		A00A1995201	SIT20SGD/SKS300(RF)			1.000	C28	2025/12/03	2026/01/28	0530	50120556	970500631	CV-063DT1 ZNRﾖｳ PC	2025/12/03	1.000	17.000	0.000	1.000	PC5		2025/08/26	2025/10/06	15.000	1.000	10.000			○	○－－－－－－－		0	0	105	0.000	0.000	0.000	0.000	0.000		3,114.000000	
0000000084	0000000014	0000000001	製造指図出庫	40164382	I-0341871-10-01-01		8124375-0070		A00A2115501	SFST15SGB1-24FPX IO盤			1.000	C28	2025/12/09	2026/01/27	0700	50120556	970500631	CV-063DT1 ZNRﾖｳ PC	2025/12/09	1.000	17.000	0.000	1.000	PC5		2025/08/26	2025/10/06	15.000	1.000	9.000			○	○－－－－－－－		0	0	105	0.000	0.000	0.000	0.000	0.000		3,114.000000	
