連番1	連番2	連番3	所要区分	親指図番号	割当(WBS)	受注伝票	入出庫番号	入庫保管場所	親品目コード	親品目テキスト	原価センタテキスト	出荷伝票	出庫数量	親MRP管理者	親指図計画開始日	親指図計画終了日	BOM明細番号	子指図番号	子品目コード	子品目テキスト	所要日	所要残数	在庫数	在庫引当	所要引当残数	子MRP管理者	購買発注番号	子指図計画開始日	子指図計画終了日	計画数量	計画引当	計画引当残数	作業区４	作業区５	払出完了	進捗	工程(子)	C	A	C,A以外	作業0020時間(分)	作業0030時間(分)	作業0040時間(分)	作業0050時間(分)	作業0060時間(分)	検査	標準原価	指図テキスト
0000002233	0000000006		製造指図出庫	40163009	I-0339865-10-01-04		8087003-0098		A00A2101801	AU40N-A7-11-21(本体)			1.000	C28	2025/11/17	2026/01/16	0980		PZZA0532047	IK-5320 U47 SENSOR.PCB	2025/11/17	1.000	5.000	0.000	1.000																						21,352.000000	
0000002234	0000000007		出荷			6363869-0010						80915922-0010	1.000						PZZA0532047	IK-5320 U47 SENSOR.PCB	2025/12/05	1.000	5.000	0.000	1.000																						21,352.000000	
0000002235	0000000008		製造指図出庫	40163717	I-0341538-10-01-04		8102207-0095		A00A2102201	AU15N-A7-11-11(本体)			1.000	C28	2025/12/08	2026/02/09	0950		PZZA0532047	IK-5320 U47 SENSOR.PCB	2025/12/08	1.000	5.000	0.000	1.000																						21,352.000000	
0000002236	0000000009		製造指図出庫	40163762	I-0341546-10-01-04		8102254-0095		A00A2102401	AU20N-A7-11-11(本体)			1.000	C28	2025/12/17	2026/02/20	0950		PZZA0532047	IK-5320 U47 SENSOR.PCB	2025/12/17	1.000	5.000	0.000	1.000																						21,352.000000	
0000002237	0000000010		製造指図出庫	40163690	I-0341566-10-01-04		8102180-0102		A00A2103201	AU50N-A7-12-11(本体)			1.000	C28	2025/12/22	2026/03/05	1020		PZZA0532047	IK-5320 U47 SENSOR.PCB	2025/12/22	1.000	5.000	0.000	1.000																						21,352.000000	
0000002238	0000000011		製造指図出庫	40163699	I-0341574-10-01-04		8102189-0101		A00A2103801	AU50N-A7-11-11(本体)			1.000	C28	2026/01/14	2026/03/16	1010		PZZA0532047	IK-5320 U47 SENSOR.PCB	2026/01/14	1.000	5.000	0.000	1.000																						21,352.000000	
0000002239	0000000012		製造指図出庫	40163708	I-0341568-10-01-04		8102198-0101		A00A2103601	AU50N-A7-11-11(本体)			1.000	C28	2026/01/23	2026/03/23	1010		PZZA0532047	IK-5320 U47 SENSOR.PCB	2026/01/23	1.000	5.000	0.000	1.000																						21,352.000000	
0000002240	0000000001		製造指図出庫	40163753	I-0341565-10-01-04		8102244-0099		A00A2103001	AU40N-A7-11-11(本体)			1.000	C28	2025/09/03	2026/01/28	0990		PZZA0532077	IK-5320 S77 SENSOR.PCB	2025/09/03	1.000	15.000	1.000	0.000																						21,046.000000	
0000002241	0000000002		製造指図出庫	40163735	I-0341548-10-01-04		8102225-0101		A00A2102601	AU30N-A7-12-11(本体)			1.000	C28	2025/09/25	2025/11/05	1010		PZZA0532077	IK-5320 S77 SENSOR.PCB	2025/09/25	1.000	15.000	1.000	0.000																						21,046.000000	
0000002242	0000000003		製造指図出庫	40163726	I-0341530-10-01-04		8102216-0096		A00A2102001	AU15N-A7-11-11(本体)			1.000	C28	2025/10/09	2025/11/17	0960		PZZA0532077	IK-5320 S77 SENSOR.PCB	2025/10/09	1.000	15.000	1.000	0.000																						21,046.000000	
0000002243	0000000004		製造指図出庫	40164645	I-0343557-10-01-04		8136272-0099		A00A2128001	AU40N-A7-11-11(本体)			1.000	C28	2025/11/06	2025/12/25	0990		PZZA0532077	IK-5320 S77 SENSOR.PCB	2025/11/06	1.000	15.000	1.000	0.000																						21,046.000000	
0000002244	0000000005		製造指図出庫	40163009	I-0339865-10-01-04		8087003-0099		A00A2101801	AU40N-A7-11-21(本体)			1.000	C28	2025/11/17	2026/01/16	0990		PZZA0532077	IK-5320 S77 SENSOR.PCB	2025/11/17	1.000	15.000	1.000	0.000																						21,046.000000	
0000002245	0000000006		出荷			6363678-0010						80915599-0010	1.000						PZZA0532077	IK-5320 S77 SENSOR.PCB	2025/12/05	1.000	15.000	1.000	0.000																						21,046.000000	
0000002246	0000000007		製造指図出庫	40163717	I-0341538-10-01-04		8102207-0096		A00A2102201	AU15N-A7-11-11(本体)			1.000	C28	2025/12/08	2026/02/09	0960		PZZA0532077	IK-5320 S77 SENSOR.PCB	2025/12/08	1.000	15.000	1.000	0.000																						21,046.000000	
0000002247	0000000008		製造指図出庫	40163762	I-0341546-10-01-04		8102254-0096		A00A2102401	AU20N-A7-11-11(本体)			1.000	C28	2025/12/17	2026/02/20	0960		PZZA0532077	IK-5320 S77 SENSOR.PCB	2025/12/17	1.000	15.000	1.000	0.000																						21,046.000000	
0000002248	0000000009		製造指図出庫	40163690	I-0341566-10-01-04		8102180-0103		A00A2103201	AU50N-A7-12-11(本体)			1.000	C28	2025/12/22	2026/03/05	1030		PZZA0532077	IK-5320 S77 SENSOR.PCB	2025/12/22	1.000	15.000	1.000	0.000																						21,046.000000	
0000002249	0000000010		製造指図出庫	40163699	I-0341574-10-01-04		8102189-0102		A00A2103801	AU50N-A7-11-11(本体)			1.000	C28	2026/01/14	2026/03/16	1020		PZZA0532077	IK-5320 S77 SENSOR.PCB	2026/01/14	1.000	15.000	1.000	0.000																						21,046.000000	
0000002250	0000000011		製造指図出庫	40163708	I-0341568-10-01-04		8102198-0102		A00A2103601	AU50N-A7-11-11(本体)			1.000	C28	2026/01/23	2026/03/23	1020		PZZA0532077	IK-5320 S77 SENSOR.PCB	2026/01/23	1.000	15.000	1.000	0.000																						21,046.000000	
0000002251	0000000001		製造指図出庫	40156562	I-0326875-10-01-05		7870465-0089		A00A2019702	SRM75TGD/SYS30(ｲﾝﾊﾞｰﾀ盤)			1.000	C28	2025/03/04	2025/11/14	0890		PZZA0532085	IK-5320 U85 SENSOR.PCB	2025/03/04	1.000	1.000	1.000	0.000																						28,061.000000	
0000002252	0000000001	0000000001	製造指図出庫	40163092	I-0333111-10-01-05		8089541-0037		A00A2048402	ZFST75TGD-V4(UPS)			1.000	C28	2025/10/29	2025/12/15	0370	50120698	PZZA0532095	IK-5320A U95 SENSOR.PCB	2025/10/29	1.000	0.000	0.000	1.000	PC1		2025/10/02	2025/10/23	1.000	1.000	0.000	A0801	A0802	○	○○○○○○○○		0	209	40	0.000	0.000	0.000	0.000	35.000	C	25,276.000000	
0000002253	0000000001		製造指図出庫	40153280	I-0320172-10-01-05		7815056-0095		A00A1975502	SIT7.5SGD(INV)			1.000	C28	2024/08/08	2026/03/04	0950		PZZA05320B9	IK-5320A UB9 SENSOR.PCB	2024/08/08	1.000	10.000	1.000	0.000																						20,915.000000	
0000002254	0000000002		製造指図出庫	40154554	I-0317660-10-01-04		7839186-0095		A00A1957501	ＣＶＣＦ盤			1.000	C28	2025/10/03	2026/01/06	0950		PZZA05320B9	IK-5320A UB9 SENSOR.PCB	2025/10/03	1.000	10.000	1.000	0.000																						20,915.000000	
0000002255	0000000003		製造指図出庫	40162654	I-0338670-10-01-05		8065646-0090		A00A2081702	SIT15SGD/SKS200(INV)			1.000	C28	2025/10/20	2025/12/02	0900		PZZA05320B9	IK-5320A UB9 SENSOR.PCB	2025/10/20	1.000	10.000	1.000	0.000																						20,915.000000	
0000002256	0000000004		製造指図出庫	40163065	I-0338093-10-01-05		8088436-0030		A00A2100202	SIT15SGD/SKS200 (INV)			1.000	C28	2025/10/27	2026/01/19	0300		PZZA05320B9	IK-5320A UB9 SENSOR.PCB	2025/10/27	1.000	10.000	1.000	0.000																						20,915.000000	
0000002257	0000000005		製造指図出庫	40162643	I-0316556-10-01-05		8065635-0086		A00A1953602	SIT10SGD/SKTKS30X5(INV盤)			1.000	C28	2025/10/28	2025/12/05	0860		PZZA05320B9	IK-5320A UB9 SENSOR.PCB	2025/10/28	1.000	10.000	1.000	0.000																						20,915.000000	
0000002258	0000000006		製造指図出庫	40163101	I-0338328-10-01-05		8089550-0077		A00A2070302	SIT2SGD/SKS40-50MSP(INV)			1.000	C28	2025/11/06	2025/12/25	0770		PZZA05320B9	IK-5320A UB9 SENSOR.PCB	2025/11/06	1.000	10.000	1.000	0.000																						20,915.000000	
0000002259	0000000007		製造指図出庫	40163166	I-0324920-10-01-05		8090483-0095		A00A1995202	SIT20SGD/SKS300(INV)			1.000	C28	2025/12/03	2026/01/28	0950		PZZA05320B9	IK-5320A UB9 SENSOR.PCB	2025/12/03	1.000	10.000	1.000	0.000																						20,915.000000	
0000002260	0000000008		製造指図出庫	40165271	I-0345346-10-01-04		8164443-0085		A00A2143101	SFT10SGD-100MSPV1(CVCF)			1.000	C28	2025/12/04	2026/01/15	0850		PZZA05320B9	IK-5320A UB9 SENSOR.PCB	2025/12/04	1.000	10.000	1.000	0.000																						20,915.000000	
0000002261	0000000009		製造指図出庫	40163143	I-0330962-10-01-05		8090457-0092		A00A2038802	SIT20SGD/SKS300(INV)			1.000	C28	2025/12/10	2026/02/10	0920		PZZA05320B9	IK-5320A UB9 SENSOR.PCB	2025/12/10	1.000	10.000	1.000	0.000																						20,915.000000	
0000002262	0000000001		製造指図出庫	40163379	I-0340902-10	340902-0010	8093706-0087		A00A2115300	SIT30SGD-V1			1.000	C27	2025/12/16	2026/01/23	0860		PZZA05320C3	IK-5320A UC3 SENSOR.PCB	2025/12/16	1.000	0.000	0.000	1.000																						22,540.000000	
0000002263	0000000001		製造指図出庫	RWF89581H			7926636-0005						1.000	C40	2024/09/03	2025/09/26	X005		PZZA05320D3	IK-5320A UD3	2024/09/03	1.000	1.000	1.000	0.000																						24,394.000000	
0000002264	0000000001		製造指図出庫	40154930	I-0316840-10-01-05		7847125-0094		A00A1954402	Ｎｏ．１ＣＶＣＦ盤			1.000	C28	2025/06/09	2025/11/06	0940		PZZA05320G6	IK-5320A UG6 SENSOR.PCB	2025/06/09	1.000	6.000	1.000	0.000																						24,017.000000	
0000002265	0000000002		製造指図出庫	40154932	I-0316840-10-01-06		7847127-0094		A00A1954403	Ｎｏ．２ＣＶＣＦ盤			1.000	C28	2025/06/09	2025/11/06	0940		PZZA05320G6	IK-5320A UG6 SENSOR.PCB	2025/06/09	1.000	6.000	1.000	0.000																						24,017.000000	
0000002266	0000000001	0000000001	製造指図出庫	40164040	G-0341798-10-01-06		8106355-0008		U00A0392700	IK-8002 CNT UNIT			1.000	C51	2025/09/12	2026/03/02	0080	50120430	PZZA05320G8	IK-5320A UG8	2025/09/12	1.000	0.000	0.000	1.000	PC1		2025/08/19	2025/09/08	1.000	1.000	0.000	A0801	A0802	○	＊＊○○○○○○		0	146	40	0.000	0.000	0.000	0.000	36.000		29,277.000000	
0000002267	0000000001		製造指図出庫	40153280	I-0320172-10-01-05		7815056-0096		A00A1975502	SIT7.5SGD(INV)			1.000	C28	2024/08/08	2026/03/04	0960		PZZA0533904	IK-5339A S04 UPS SOURCE	2024/08/08	1.000	17.000	1.000	0.000																						15,387.000000	
0000002268	0000000002		製造指図出庫	40156562	I-0326875-10-01-05		7870465-0090		A00A2019702	SRM75TGD/SYS30(ｲﾝﾊﾞｰﾀ盤)			1.000	C28	2025/03/04	2025/11/14	0900		PZZA0533904	IK-5339A S04 UPS SOURCE	2025/03/04	1.000	17.000	1.000	0.000																						15,387.000000	
0000002269	0000000003		製造指図出庫	40154930	I-0316840-10-01-05		7847125-0095		A00A1954402	Ｎｏ．１ＣＶＣＦ盤			1.000	C28	2025/06/09	2025/11/06	0950		PZZA0533904	IK-5339A S04 UPS SOURCE	2025/06/09	2.000	17.000	2.000	0.000																						15,387.000000	
0000002270	0000000004		製造指図出庫	40154932	I-0316840-10-01-06		7847127-0095		A00A1954403	Ｎｏ．２ＣＶＣＦ盤			1.000	C28	2025/06/09	2025/11/06	0950		PZZA0533904	IK-5339A S04 UPS SOURCE	2025/06/09	2.000	17.000	2.000	0.000																						15,387.000000	
0000002271	0000000005		製造指図出庫	40163753	I-0341565-10-01-04		8102244-0100		A00A2103001	AU40N-A7-11-11(本体)			1.000	C28	2025/09/03	2026/01/28	1000		PZZA0533904	IK-5339A S04 UPS SOURCE	2025/09/03	2.000	17.000	2.000	0.000																						15,387.000000	
0000002272	0000000006		製造指図出庫	40163735	I-0341548-10-01-04		8102225-0102		A00A2102601	AU30N-A7-12-11(本体)			1.000	C28	2025/09/25	2025/11/05	1020		PZZA0533904	IK-5339A S04 UPS SOURCE	2025/09/25	2.000	17.000	2.000	0.000																						15,387.000000	
0000002273	0000000007		製造指図出庫	40154554	I-0317660-10-01-04		7839186-0096		A00A1957501	ＣＶＣＦ盤			1.000	C28	2025/10/03	2026/01/06	0960		PZZA0533904	IK-5339A S04 UPS SOURCE	2025/10/03	1.000	17.000	1.000	0.000																						15,387.000000	
0000002274	0000000008		製造指図出庫	40163058	I-0337627-10-01-06		8088419-0085		A00A2097403	Ｎｏ．１ＣＶＣＦ盤			1.000	C28	2025/10/08	2026/01/13	0850		PZZA0533904	IK-5339A S04 UPS SOURCE	2025/10/08	2.000	17.000	2.000	0.000																						15,387.000000	
0000002275	0000000009		製造指図出庫	40163420	I-0337627-20-01-06		8096123-0097		A00A2115203	Ｎｏ．１ＣＶＣＦ盤			1.000	C28	2025/10/08	2026/01/13	0970		PZZA0533904	IK-5339A S04 UPS SOURCE	2025/10/08	2.000	17.000	2.000	0.000																						15,387.000000	
0000002276	0000000010		製造指図出庫	40164965	I-0337627-10-01-07		8155114-0089		A00A2097404	Ｎｏ．２ＣＶＣＦ盤			1.000	C28	2025/10/08	2026/01/13	0890		PZZA0533904	IK-5339A S04 UPS SOURCE	2025/10/08	2.000	17.000	2.000	0.000																						15,387.000000	
0000002277	0000000011	0000000001	製造指図出庫	40164984	I-0337627-20-01-07		8155134-0097		A00A2115204	Ｎｏ．２ＣＶＣＦ盤			1.000	C28	2025/10/08	2026/01/13	0970	50120561	PZZA0533904	IK-5339A S04 UPS SOURCE	2025/10/08	2.000	17.000	0.000	2.000	PC1		2025/09/11	2025/10/02	10.000	2.000	8.000	A0801	A0802	○	○○○○○○○○		0	661	730	0.000	0.000	0.000	0.000	44.000	E	15,387.000000	
0000002278	0000000012	0000000001	製造指図出庫	40163726	I-0341530-10-01-04		8102216-0097		A00A2102001	AU15N-A7-11-11(本体)			1.000	C28	2025/10/09	2025/11/17	0970	50120561	PZZA0533904	IK-5339A S04 UPS SOURCE	2025/10/09	2.000	17.000	0.000	2.000	PC1		2025/09/11	2025/10/02	10.000	2.000	6.000	A0801	A0802	○	○○○○○○○○		0	661	730	0.000	0.000	0.000	0.000	44.000	E	15,387.000000	
0000002279	0000000013	0000000001	製造指図出庫	40162654	I-0338670-10-01-05		8065646-0091		A00A2081702	SIT15SGD/SKS200(INV)			1.000	C28	2025/10/20	2025/12/02	0910	50120561	PZZA0533904	IK-5339A S04 UPS SOURCE	2025/10/20	1.000	17.000	0.000	1.000	PC1		2025/09/11	2025/10/02	10.000	1.000	5.000	A0801	A0802	○	○○○○○○○○		0	661	730	0.000	0.000	0.000	0.000	44.000	E	15,387.000000	
0000002280	0000000014	0000000001	製造指図出庫	40162590	I-0337012-10-01-04		8065409-0090		A00A2088601	AUD30N-A5-1-11 No.1ｲﾝﾊﾞｰﾀ			1.000	C28	2025/10/22	2025/12/16	0900	50120561	PZZA0533904	IK-5339A S04 UPS SOURCE	2025/10/22	2.000	17.000	0.000	2.000	PC1		2025/09/11	2025/10/02	10.000	2.000	3.000	A0801	A0802	○	○○○○○○○○		0	661	730	0.000	0.000	0.000	0.000	44.000	E	15,387.000000	
0000002281	0000000015	0000000001	製造指図出庫	40162592	I-0337012-10-01-05		8065411-0090		A00A2088602	AUD30N-A5-1-11 No.2ｲﾝﾊﾞｰﾀ			1.000	C28	2025/10/22	2025/12/16	0900	50120561	PZZA0533904	IK-5339A S04 UPS SOURCE	2025/10/22	2.000	17.000	0.000	2.000	PC1		2025/09/11	2025/10/02	10.000	2.000	1.000	A0801	A0802	○	○○○○○○○○		0	661	730	0.000	0.000	0.000	0.000	44.000	E	15,387.000000	
0000002282	0000000016	0000000001	製造指図出庫	40162594	I-0337012-10-01-06		8065413-0085		A00A2088603	AUD30N-A5-1-11 切換盤			1.000	C28	2025/10/22	2025/12/16	0850	50120561	PZZA0533904	IK-5339A S04 UPS SOURCE	2025/10/22	2.000	17.000	0.000	2.000	PC1		2025/09/11	2025/10/02	10.000	1.000	0.000	A0801	A0802	○	○○○○○○○○		0	661	730	0.000	0.000	0.000	0.000	44.000	E	15,387.000000	
0000002283	0000000016	0000000002	製造指図出庫	40162594	I-0337012-10-01-06		8065413-0085		A00A2088603	AUD30N-A5-1-11 切換盤			1.000	C28	2025/10/22	2025/12/16	0850	50120652	PZZA0533904	IK-5339A S04 UPS SOURCE	2025/10/22	2.000	17.000	0.000	2.000	PC1		2025/09/25	2025/10/16	10.000	1.000	9.000	A0801	A0802	○	○○○○○○○○		0	661	730	0.000	0.000	0.000	0.000	44.000	E	15,387.000000	
0000002284	0000000017	0000000002	製造指図出庫	40163065	I-0338093-10-01-05		8088436-0031		A00A2100202	SIT15SGD/SKS200 (INV)			1.000	C28	2025/10/27	2026/01/19	0310	50120652	PZZA0533904	IK-5339A S04 UPS SOURCE	2025/10/27	1.000	17.000	0.000	1.000	PC1		2025/09/25	2025/10/16	10.000	1.000	8.000	A0801	A0802	○	○○○○○○○○		0	661	730	0.000	0.000	0.000	0.000	44.000	E	15,387.000000	
0000002285	0000000018	0000000002	製造指図出庫	40162643	I-0316556-10-01-05		8065635-0087		A00A1953602	SIT10SGD/SKTKS30X5(INV盤)			1.000	C28	2025/10/28	2025/12/05	0870	50120652	PZZA0533904	IK-5339A S04 UPS SOURCE	2025/10/28	1.000	17.000	0.000	1.000	PC1		2025/09/25	2025/10/16	10.000	1.000	7.000	A0801	A0802	○	○○○○○○○○		0	661	730	0.000	0.000	0.000	0.000	44.000	E	15,387.000000	
0000002286	0000000019	0000000002	製造指図出庫	40163092	I-0333111-10-01-05		8089541-0038		A00A2048402	ZFST75TGD-V4(UPS)			1.000	C28	2025/10/29	2025/12/15	0380	50120652	PZZA0533904	IK-5339A S04 UPS SOURCE	2025/10/29	2.000	17.000	0.000	2.000	PC1		2025/09/25	2025/10/16	10.000	2.000	5.000	A0801	A0802	○	○○○○○○○○		0	661	730	0.000	0.000	0.000	0.000	44.000	E	15,387.000000	
0000002287	0000000020	0000000002	製造指図出庫	40163101	I-0338328-10-01-05		8089550-0078		A00A2070302	SIT2SGD/SKS40-50MSP(INV)			1.000	C28	2025/11/06	2025/12/25	0780	50120652	PZZA0533904	IK-5339A S04 UPS SOURCE	2025/11/06	1.000	17.000	0.000	1.000	PC1		2025/09/25	2025/10/16	10.000	1.000	4.000	A0801	A0802	○	○○○○○○○○		0	661	730	0.000	0.000	0.000	0.000	44.000	E	15,387.000000	
0000002288	0000000021	0000000002	製造指図出庫	40164645	I-0343557-10-01-04		8136272-0100		A00A2128001	AU40N-A7-11-11(本体)			1.000	C28	2025/11/06	2025/12/25	1000	50120652	PZZA0533904	IK-5339A S04 UPS SOURCE	2025/11/06	2.000	17.000	0.000	2.000	PC1		2025/09/25	2025/10/16	10.000	2.000	2.000	A0801	A0802	○	○○○○○○○○		0	661	730	0.000	0.000	0.000	0.000	44.000	E	15,387.000000	
0000002289	0000000022	0000000002	製造指図出庫	40163009	I-0339865-10-01-04		8087003-0100		A00A2101801	AU40N-A7-11-21(本体)			1.000	C28	2025/11/17	2026/01/16	1000	50120652	PZZA0533904	IK-5339A S04 UPS SOURCE	2025/11/17	2.000	17.000	0.000	2.000	PC1		2025/09/25	2025/10/16	10.000	2.000	0.000	A0801	A0802	○	○○○○○○○○		0	661	730	0.000	0.000	0.000	0.000	44.000	E	15,387.000000	
0000002290	0000000023		製造指図出庫	40163166	I-0324920-10-01-05		8090483-0096		A00A1995202	SIT20SGD/SKS300(INV)			1.000	C28	2025/12/03	2026/01/28	0960		PZZA0533904	IK-5339A S04 UPS SOURCE	2025/12/03	1.000	17.000	0.000	1.000																						15,387.000000	
0000002291	0000000024		製造指図出庫	40165271	I-0345346-10-01-04		8164443-0086		A00A2143101	SFT10SGD-100MSPV1(CVCF)			1.000	C28	2025/12/04	2026/01/15	0860		PZZA0533904	IK-5339A S04 UPS SOURCE	2025/12/04	1.000	17.000	0.000	1.000																						15,387.000000	
0000002292	0000000025		製造指図出庫	40163717	I-0341538-10-01-04		8102207-0097		A00A2102201	AU15N-A7-11-11(本体)			1.000	C28	2025/12/08	2026/02/09	0970		PZZA0533904	IK-5339A S04 UPS SOURCE	2025/12/08	2.000	17.000	0.000	2.000																						15,387.000000	
0000002293	0000000026		製造指図出庫	40163143	I-0330962-10-01-05		8090457-0093		A00A2038802	SIT20SGD/SKS300(INV)			1.000	C28	2025/12/10	2026/02/10	0930		PZZA0533904	IK-5339A S04 UPS SOURCE	2025/12/10	1.000	17.000	0.000	1.000																						15,387.000000	
0000002294	0000000027		製造指図出庫	40163379	I-0340902-10	340902-0010	8093706-0027		A00A2115300	SIT30SGD-V1			1.000	C27	2025/12/16	2026/01/23	0260		PZZA0533904	IK-5339A S04 UPS SOURCE	2025/12/16	1.000	17.000	0.000	1.000																						15,387.000000	
0000002295	0000000028		製造指図出庫	40163762	I-0341546-10-01-04		8102254-0097		A00A2102401	AU20N-A7-11-11(本体)			1.000	C28	2025/12/17	2026/02/20	0970		PZZA0533904	IK-5339A S04 UPS SOURCE	2025/12/17	2.000	17.000	0.000	2.000																						15,387.000000	
0000002296	0000000029		製造指図出庫	40163690	I-0341566-10-01-04		8102180-0104		A00A2103201	AU50N-A7-12-11(本体)			1.000	C28	2025/12/22	2026/03/05	1040		PZZA0533904	IK-5339A S04 UPS SOURCE	2025/12/22	2.000	17.000	0.000	2.000																						15,387.000000	
0000002297	0000000030		製造指図出庫	40163699	I-0341574-10-01-04		8102189-0103		A00A2103801	AU50N-A7-11-11(本体)			1.000	C28	2026/01/14	2026/03/16	1030		PZZA0533904	IK-5339A S04 UPS SOURCE	2026/01/14	2.000	17.000	0.000	2.000																						15,387.000000	
0000002298	0000000031		製造指図出庫	40163708	I-0341568-10-01-04		8102198-0103		A00A2103601	AU50N-A7-11-11(本体)			1.000	C28	2026/01/23	2026/03/23	1030		PZZA0533904	IK-5339A S04 UPS SOURCE	2026/01/23	2.000	17.000	0.000	2.000																						15,387.000000	
0000002299	0000000032		出荷			6365937-0010						80921815-0010	2.000						PZZA0533904	IK-5339A S04 UPS SOURCE	2026/02/13	2.000	17.000	0.000	2.000																						15,387.000000	
0000002300	0000000001		製造指図出庫	40153280	I-0320172-10-01-05		7815056-0097		A00A1975502	SIT7.5SGD(INV)			1.000	C28	2024/08/08	2026/03/04	0970		PZZA0534101	IK-5341 S01	2024/08/08	1.000	9.000	1.000	0.000																						12,632.000000	
0000002301	0000000002		製造指図出庫	40163753	I-0341565-10-01-04		8102244-0101		A00A2103001	AU40N-A7-11-11(本体)			1.000	C28	2025/09/03	2026/01/28	1010		PZZA0534101	IK-5341 S01	2025/09/03	2.000	9.000	2.000	0.000																						12,632.000000	
0000002302	0000000003		製造指図出庫	40163735	I-0341548-10-01-04		8102225-0103		A00A2102601	AU30N-A7-12-11(本体)			1.000	C28	2025/09/25	2025/11/05	1030		PZZA0534101	IK-5341 S01	2025/09/25	2.000	9.000	2.000	0.000																						12,632.000000	
0000002303	0000000004		製造指図出庫	40154554	I-0317660-10-01-04		7839186-0097		A00A1957501	ＣＶＣＦ盤			1.000	C28	2025/10/03	2026/01/06	0970		PZZA0534101	IK-5341 S01	2025/10/03	1.000	9.000	1.000	0.000																						12,632.000000	
0000002304	0000000005		製造指図出庫	40163726	I-0341530-10-01-04		8102216-0098		A00A2102001	AU15N-A7-11-11(本体)			1.000	C28	2025/10/09	2025/11/17	0980		PZZA0534101	IK-5341 S01	2025/10/09	2.000	9.000	2.000	0.000																						12,632.000000	
0000002305	0000000006		製造指図出庫	40162654	I-0338670-10-01-05		8065646-0092		A00A2081702	SIT15SGD/SKS200(INV)			1.000	C28	2025/10/20	2025/12/02	0920		PZZA0534101	IK-5341 S01	2025/10/20	1.000	9.000	1.000	0.000																						12,632.000000	
0000002306	0000000007	0000000001	製造指図出庫	40162594	I-0337012-10-01-06		8065413-0086		A00A2088603	AUD30N-A5-1-11 切換盤			1.000	C28	2025/10/22	2025/12/16	0860	50120672	PZZA0534101	IK-5341 S01	2025/10/22	2.000	9.000	0.000	2.000	PC1		2025/09/25	2025/10/16	7.000	2.000	5.000	A0801	A0802	○	○○○○○○○○		0	686	308	0.000	0.000	0.000	0.000	40.000	E	12,632.000000	
0000002307	0000000008	0000000001	製造指図出庫	40163065	I-0338093-10-01-05		8088436-0032		A00A2100202	SIT15SGD/SKS200 (INV)			1.000	C28	2025/10/27	2026/01/19	0320	50120672	PZZA0534101	IK-5341 S01	2025/10/27	1.000	9.000	0.000	1.000	PC1		2025/09/25	2025/10/16	7.000	1.000	4.000	A0801	A0802	○	○○○○○○○○		0	686	308	0.000	0.000	0.000	0.000	40.000	E	12,632.000000	
0000002308	0000000009	0000000001	製造指図出庫	40162643	I-0316556-10-01-05		8065635-0088		A00A1953602	SIT10SGD/SKTKS30X5(INV盤)			1.000	C28	2025/10/28	2025/12/05	0880	50120672	PZZA0534101	IK-5341 S01	2025/10/28	1.000	9.000	0.000	1.000	PC1		2025/09/25	2025/10/16	7.000	1.000	3.000	A0801	A0802	○	○○○○○○○○		0	686	308	0.000	0.000	0.000	0.000	40.000	E	12,632.000000	
0000002309	0000000010	0000000001	製造指図出庫	40163092	I-0333111-10-01-05		8089541-0039		A00A2048402	ZFST75TGD-V4(UPS)			1.000	C28	2025/10/29	2025/12/15	0390	50120672	PZZA0534101	IK-5341 S01	2025/10/29	1.000	9.000	0.000	1.000	PC1		2025/09/25	2025/10/16	7.000	1.000	2.000	A0801	A0802	○	○○○○○○○○		0	686	308	0.000	0.000	0.000	0.000	40.000	E	12,632.000000	
0000002310	0000000011	0000000001	製造指図出庫	40163101	I-0338328-10-01-05		8089550-0079		A00A2070302	SIT2SGD/SKS40-50MSP(INV)			1.000	C28	2025/11/06	2025/12/25	0790	50120672	PZZA0534101	IK-5341 S01	2025/11/06	1.000	9.000	0.000	1.000	PC1		2025/09/25	2025/10/16	7.000	1.000	1.000	A0801	A0802	○	○○○○○○○○		0	686	308	0.000	0.000	0.000	0.000	40.000	E	12,632.000000	
0000002311	0000000012	0000000001	製造指図出庫	40164645	I-0343557-10-01-04		8136272-0101		A00A2128001	AU40N-A7-11-11(本体)			1.000	C28	2025/11/06	2025/12/25	1010	50120672	PZZA0534101	IK-5341 S01	2025/11/06	2.000	9.000	0.000	2.000	PC1		2025/09/25	2025/10/16	7.000	1.000	0.000	A0801	A0802	○	○○○○○○○○		0	686	308	0.000	0.000	0.000	0.000	40.000	E	12,632.000000	
0000002312	0000000012		製造指図出庫	40164645	I-0343557-10-01-04		8136272-0101		A00A2128001	AU40N-A7-11-11(本体)			1.000	C28	2025/11/06	2025/12/25	1010		PZZA0534101	IK-5341 S01	2025/11/06	2.000	9.000	0.000	2.000																						12,632.000000	
0000002313	0000000013		製造指図出庫	40163009	I-0339865-10-01-04		8087003-0101		A00A2101801	AU40N-A7-11-21(本体)			1.000	C28	2025/11/17	2026/01/16	1010		PZZA0534101	IK-5341 S01	2025/11/17	2.000	9.000	0.000	2.000																						12,632.000000	
0000002314	0000000014		製造指図出庫	40163166	I-0324920-10-01-05		8090483-0097		A00A1995202	SIT20SGD/SKS300(INV)			1.000	C28	2025/12/03	2026/01/28	0970		PZZA0534101	IK-5341 S01	2025/12/03	1.000	9.000	0.000	1.000																						12,632.000000	
